Protein_Name	GH_family	Enzyme	Cluster_annotation	Cluster_description	Cluster_ID	Validation_status	Reference	EggNOG_Best_Hit	EggNOG_bestHit_pident	Bifidobacteria_species	GH_family-F1_threshold	GH-cluster threshold	HMG-utilization
SAMN11944835_1628_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944667_676_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN07958362_398_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMEA3146249_505_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN02471972_363_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.2	Bifidobacterium longum	82.000	82.000	No
SAMN11945000_1180_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMEA51817918_2277_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.3	Bifidobacterium longum	82.000	82.000	No
SAMN06828931_421_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN15719936_353_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	89.7	Bifidobacterium longum	82.000	82.000	No
SAMN03978802_1959_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	99.0	Bifidobacterium breve	82.000	82.000	No
SAMN10316564_498_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN10316539_532_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMEA51821668_927_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN02673448_850_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	1437610.BREU_0317	100.0	Bifidobacterium reuteri	82.000	82.000	No
SAMN02442040_712_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	1437610.BREU_0317	100.0	Bifidobacterium reuteri	82.000	82.000	No
SAMD00248955_982_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944954_572_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN19732020_1508_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11945030_170_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN09734186_385_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN06368630_373_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN19732107_1321_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN18034898_342_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMEA5770182_1497_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	94.3	Bifidobacterium breve	82.000	82.000	No
SAMN11945027_171_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN19732101_1322_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN02645007_1982_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	1437610.BREU_0317	100.0	Bifidobacterium sp	82.000	82.000	No
SAMN19732106_1317_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN06368614_380_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN09734765_2024_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	89.9	Bifidobacterium longum	82.000	82.000	No
SAMN11944688_649_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944797_652_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN09736866_1392_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.2	Bifidobacterium longum	82.000	82.000	No
SAMN06368652_333_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN11944969_569_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944985_680_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN19732027_1979_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944875_393_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium longum	82.000	82.000	No
SAMN19732185_354_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN11944660_983_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944671_704_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
PRJEB979_1040_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944677_662_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN07189843_96_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.9	Bifidobacterium breve	82.000	82.000	No
SAMN11944731_300_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN11944641_1354_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN06368590_370_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMEA4838170_315_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN06368612_252_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN06368580_500_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN00001475_1909_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN06368673_401_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN11944936_871_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944949_552_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN12569298_696_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN02862997_574_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN06621716_109_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN09736542_1045_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMEA51822418_42_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	99.3	Bifidobacterium breve	82.000	82.000	No
SAMN07357715_1471_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	1437610.BREU_0317	80.7	Bifidobacterium imperatoris	82.000	82.000	No
SAMD00047606_730_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium breve	82.000	82.000	No
SAMN19732212_775_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944905_684_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.6	Bifidobacterium longum	82.000	82.000	No
SAMN11944883_308_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium longum	82.000	82.000	No
SAMN11944961_883_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN19732014_1862_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944978_1563_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944763_560_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944825_233_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN15532912_1193_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN06368634_412_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN10473362_389_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN07958359_380_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN15028705_39_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN11944626_155_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN03978801_1876_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	99.4	Bifidobacterium breve	82.000	82.000	No
SAMN11944834_1584_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN17315594_916_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN15532947_1940_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN10387520_946_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.6	Bifidobacterium longum	82.000	82.000	No
SAMN15533338_675_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN13440971_1041_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN06368679_434_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMEA5851974_464_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	100.0	Bifidobacterium breve	82.000	82.000	No
SAMN02673437_357_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	90.5	Bifidobacterium longum	82.000	82.000	No
SAMN07958349_334_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	89.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944642_945_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN06368650_320_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN09734172_473_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN11944941_581_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
